BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,NEIGHBORHOOD,ZONE_DISTRICT,X_COORD,Y_COORD
2016-BFN-0006758,HOTEL INDIGO UNION STATION DENVER DOWNTOWN,1801 WEWATTA ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-09-21 10:53:07,2022-06-08 00:00:00,224903.0,1801 Wewatta St,None,Denver,CO,80202,9,6,01701,Union Station,PUD,3140590.0,1700430.0
2016-BFN-0007013,KING SOOPERS #123,10406 E MARTIN LUTHER KING JR BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-11-03 08:52:54,2021-12-27 00:00:00,263003.0,10406 E Martin Luther King Jr Blvd,None,Denver,CO,80238,8,5,04105,Central Park,M-MX-5,3178010.0,1702129.0
2001-BFN-21090,CORNER STORE,3860 PEORIA ST,LIQUOR - FERMENTED MALT BEVERAGE,DELINQUENT,2021-08-27 03:01:06,2021-08-26 00:00:00,None,None,None,None,None,80239,8,5,04105,Central Park,I-B,3183676.0,1706083.0
2018-BFN-0005375,FUZZY'S TACO SHOP,3996 N CENTRAL PARK BLVDSTE 110 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-11-03 10:07:26,2021-10-03 00:00:00,32577647.0,3996 N Central Park Blvd Ste 110,None,Denver,CO,None,8,5,04105,Central Park,M-IMX-8,3173653.0,1707248.0
2002-BFN-94628,ARAMARK SPORTS AND ENTERTAINMENT SERVICES,1801 BRYANT ST 200 ,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-08-09 03:00:29,2021-08-08 00:00:00,None,None,None,None,None,80204,3,1,00800,Sun Valley,C-MU-30,3135058.0,1696202.0
2013-BFN-1067932,HYATT REGENCY DENVER TECH CENTER,7800 E TUFTS ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-09-28 12:52:28,2021-11-13 00:00:00,152015.0,7800 E Tufts Ave,None,Denver,CO,80237,4,3,06804,Hampden South,B-8,3169421.0,1655001.0
2007-BFN-1026975,WEST QUINCY WINES AND SPIRITS,3704 - 3706 W QUINCY AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-09-22 09:04:12,2021-09-06 00:00:00,172817.0,3706 W Quincy Ave,None,Denver,CO,80236,2,4,05503,Fort Logan,S-MX-2,3130719.0,1657676.0
2021-BFN-0004051,RONIN LOWRY,7111 E LOWRY BLVDSTE 108 ,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-06-03 00:00:00,2021-06-03 13:02:06,32628769.0,7111 E Lowry Blvd Ste 108,None,Denver,CO,None,5,3,04306,Lowry Field,C-MX-5,3167286.0,1686644.0
2010-BFN-1047305,PASTA PASTA PASTA,185 N FILLMORE ,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-06-24 03:00:44,2021-06-23 00:00:00,488200.0,185 N Fillmore St,None,Denver,CO,80206,10,3,03800,Cherry Creek,PUD-G,3153703.0,1687280.0
2014-BFN-1071766,BURGERFI,1147 BROADWAY UNIT 101 ,LIQUOR - BEER & WINE,DELINQUENT,2021-08-18 03:00:37,2021-06-26 00:00:00,67156.0,1147 N Broadway,None,Denver,CO,80203,10,6,02000,Civic Center,D-GT,3144105.0,1692941.0
2019-BFN-0010526,THE WILD,1660 WYNKOOP STSTE 100 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-02-12 09:05:01,2021-10-08 00:00:00,359593.0,1660 Wynkoop St Ste 100,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3140501.0,1699224.0
2010-BFN-1050267,HAMPTON INN & SUITES DENVER TECH CENTER,5001 S ULSTER ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-12 12:40:28,2021-12-26 00:00:00,152041.0,5001 S Ulster St,None,Denver,CO,80237,4,3,06804,Hampden South,B-8,3170132.0,1653624.0
2020-BFN-0003464,MIMOSAS,2752 WELTON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-29 08:54:23,2021-09-28 00:00:00,352867.0,2752 Welton St,None,Denver,CO,80205,9,2,02403,Five Points,C-MX-5,3147055.0,1700462.0
2020-BFN-0005217,H&N ENTERPRISE INC,3905 E EVANS AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2020-10-20 00:00:00,2021-10-20 00:00:00,240276.0,3905 E Evans Ave,None,Denver,CO,80210,6,3,04005,University Park,R-MU-30,3156974.0,1672569.0
2019-BFN-0001590,LARIMER HALL CORP,2200 LARIMER ST,LIQUOR - TAVERN AND CABARET,PENDING,2021-08-25 00:00:00,2019-02-25 12:26:56,181652.0,2200 Larimer St,None,Denver,CO,80205,9,6,01600,Five Points,C-MX-8,3143421.0,1700233.0
2013-BFN-1067881,CASK AND CRAFT,3744 TEJON ST 24 & 25 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-01-19 10:42:21,2021-11-24 00:00:00,354095.0,3744 N Tejon St,None,Denver,CO,80211,1,1,01102,Highland,U-MX-3,3137441.0,1705297.0
2013-BFN-1067512,MY GOODS MARKET #6543,4400 N CHAMBERS RD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-10-06 08:05:35,2021-09-22 00:00:00,4921.0,4400 N Chambers Rd,None,Denver,CO,80239,11,5,08303,Gateway - Green Valley Ranch,GTWY,3194238.0,1707797.0
2014-BFN-1070961,STOIC AND GENUINE S & G FISH,1701 WYNKOOP STSUITE 105 ,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-06-27 12:14:45,2021-06-26 00:00:00,54061.0,1701 Wynkoop St,None,Denver,CO,80202,9,6,01701,Union Station,T-MU-30,3140598.0,1699567.0
2002-BFN-73439,LITTLE OLLIES,2364 E 3RD AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-26 10:43:59,2022-05-20 00:00:00,183761.0,2364 E 3rd Ave,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-8,3152223.0,1687655.0
2011-BFN-1052735,TACOS TEQUILA WHISKEY CO,1514 YORK ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-12 15:22:16,2022-03-14 00:00:00,376741.0,1514 N York St,None,Denver,CO,80206,9,2,03701,City Park,C-MS-5,3151971.0,1695018.0
2007-BFN-1029541,CITRON BISTRO,3535 S YOSEMITE ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-20 10:53:45,2022-02-25 00:00:00,148929.0,3535 S Yosemite St,None,Denver,CO,80237,4,3,06810,Hampden South,S-MX-5A,3173023.0,1663046.0
2004-BFN-1012256,NORTH MODERN ITALIAN,190 CLAYTON LN 305 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-12 12:28:43,2022-01-09 00:00:00,250804.0,190 N Clayton Ln,None,Denver,CO,80206-5675,10,3,03800,Cherry Creek,C-CCN-8,3153121.0,1687300.0
2012-BFN-1060240,TOAST N ROASTS,450 E 17TH AVEUNIT 106 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-24 22:21:21,2021-12-25 00:00:00,240316.0,450 E 17th Ave Unit 106,None,Denver,CO,80203,10,6,02601,North Capitol Hill,C-MX-8,3145820.0,1695927.0
2021-BFN-0000870,ROS SIAM,2637 W 26TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-05-14 08:48:08,2022-05-11 00:00:00,48122.0,2637 W 26th Ave,None,Denver,CO,80211,1,1,00600,Jefferson Park,G-MU-3,3134949.0,1700290.0
2001-BFN-4736,UNIVERSITY CLUB,1673 N SHERMAN ST,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2021-05-26 09:25:07.000001,2021-12-31 00:00:00,55721.0,1673 N Sherman St,None,Denver,CO,80203,10,6,02601,North Capitol Hill,C-MX-16,3144766.0,1695943.0
2015-BFN-0005024,TORCHY'S TACOS,1085 BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-11-04 12:32:19,2021-10-15 00:00:00,67892.0,1085 N Broadway,None,Denver,CO,80203,10,6,02000,Civic Center,D-GT,3144040.0,1692434.0
2021-BFN-0004799,TATTERED COVER,1991 WAZEE STSTE 100 ,LIQUOR - LODGING AND ENTERTAINMENT,PENDING,2021-07-27 00:00:00,2021-06-23 14:34:29,32607879.0,1991 Wazee St Ste 100,None,Denver,CO,None,9,6,01701,Union Station,PUD-G,3141789.0,1700193.0
2013-BFN-1063981,MELITA'S GREEK CAFE & MARKET,1035 LINCOLN ST,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-06-05 03:00:24,2021-06-04 00:00:00,352471.0,1035 N Lincoln St,None,Denver,CO,80203,10,6,02701,Capitol Hill,D-GT,3144471.0,1692201.0
2004-BFN-1008322,STAR THAI 2,945 S FEDERAL BLVDUNIT E ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-08-05 13:47:14.000001,2022-07-11 00:00:00,270112.0,945 S Federal Blvd Unit E,None,Denver,CO,80219,3,4,04502,Westwood,E-MX-3,3133527.0,1680026.0
2018-BFN-0001477,IRONTON DISTILLERY & CRAFTHOUSE,3636 CHESTNUT PL,LIQUOR - DISTILLERY PUB,LICENSE ISSUED - ACTIVE,2021-06-28 13:36:30,2022-06-19 00:00:00,42202.0,3636 Chestnut Pl,None,Denver,CO,80216,9,2,01600,Five Points,I-MX-8,3146605.0,1706814.0
2002-BFN-62802,DENVER PERFORMING ARTS CENTER,950 13TH ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-25 10:22:29,2022-07-27 00:00:00,54231.0,950 13th St,None,Denver,CO,80204,9,6,01702,CBD,OS-A,3140792.0,1696060.0
2002-BFN-97215,HERB'S JAZZ & BLUES,2057 LARIMER ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-01-22 13:26:27,2022-01-07 00:00:00,43457.0,2057 Larimer St,None,Denver,CO,80205-2014,9,6,01600,Five Points,C-MX-8,3142922.0,1699864.0
2017-BFN-0009040,SAVE-A-LOT MONTBELLO,4874 N CHAMBERS RD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-04-07 15:14:04,2022-03-06 00:00:00,510320.0,4874 N Chambers Rd,None,Denver,CO,80239,11,5,08303,Gateway - Green Valley Ranch,PUD,3194405.0,1711897.0
2002-BFN-29234,SKY LINE LIQUOR STORE,2865 COLORADO BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-05-26 09:15:16,2022-05-11 00:00:00,39244.0,2865 N Colorado Blvd,None,Denver,CO,80207,9,2,03603,Skyland,E-MX-3,3157169.0,1701370.0
2021-BFN-0001413,MHF DENVER DT OPERATING VI LLC,822 18TH ST,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-03-09 00:00:00,2021-03-08 12:29:16,32642980.0,822 18th St,None,Denver,CO,None,9,6,01702,CBD,D-C,3143134.0,1697692.0
2019-BFN-0005569,HAMPTON INN & SUITES,2728 N ZUNI ST,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2020-12-21 07:49:00,2021-10-16 00:00:00,45275.0,2728 N Zuni St,None,Denver,CO,80211,1,1,00402,Highland,C-MX-5,3136237.0,1700940.0
2013-BFN-1069523,CART DRIVER,2500 LARIMER STUNIT 100 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-19 15:27:08,2022-03-19 00:00:00,465961.0,2500 Larimer St Unit 100,None,Denver,CO,80205,9,2,01600,Five Points,I-MX-3,3144439.0,1701257.0
2011-BFN-1056317,HISTORY COLORADO CENTER,1200 BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-19 15:13:13,2022-03-18 00:00:00,67099.0,1200 N Broadway,None,Denver,CO,80203,10,6,02701,Capitol Hill,D-GT,3144260.0,1693185.0
2010-BFN-1046874,SIPPING N' PAINTING HIGHLAND,4995 N LOWELL BLVD,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-08-25 13:43:43,2022-07-20 00:00:00,223218.0,4995 N Lowell Blvd,None,Denver,CO,80221,1,1,00101,Regis,U-MX-3,3130693.0,1711992.0
2002-BFN-86758,CORKS,1620 PLATTE UNIT B ,LIQUOR - STORE,DELINQUENT,2021-08-29 03:00:29,2021-08-28 00:00:00,270154.0,1620 Platte St Unit B,None,Denver,CO,80202,1,1,01102,Highland,PUD,3138440.0,1701190.0
2009-BFN-1043036,HOOKED ON COLFAX,3213 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-01 08:45:32,2021-12-07 00:00:00,168435.0,3213 E Colfax Ave,None,Denver,CO,80206,9,2,03701,City Park,U-MS-3,3154767.0,1695011.0
2003-BFN-1005492,ZUNI CONOCO,2727 ZUNI ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2021-04-28 12:27:42,2022-01-27 00:00:00,None,None,None,None,None,80211,1,1,00402,Highland,C-MX-5,3136027.0,1700876.0
2007-BFN-1030804,7-ELEVEN STORE 18630A,7295 E 7TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-02-22 15:12:51,2022-03-17 00:00:00,246506.0,7295 E 7th Ave,None,Denver,CO,80220,5,2,04304,Montclair,E-CC-3X,3167667.0,1690274.0
2019-BFN-0006421,KUM & GO #332,4720 N TOWER RD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-04-07 14:43:58,2022-03-11 00:00:00,185348.0,4720 N Tower Rd,None,Denver,CO,80249,11,5,08303,Gateway - Green Valley Ranch,B-3,3204776.0,1710628.0
2009-BFN-1039899,FOGO DE CHAO,1513 WYNKOOP ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-08 13:02:57.000001,2022-05-26 00:00:00,263762.0,1513 Wynkoop St,None,Denver,CO,80202-1129,9,6,01701,Union Station,D-LD,3140003.0,1699006.0
2013-BFN-1067506,MY GOODS MARKET #6499,1501 COLORADO BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-11-03 08:45:50,2021-11-29 00:00:00,58914.0,1501 N Colorado Blvd,None,Denver,CO,80220,9,2,03701,City Park,MS-3,3157178.0,1695107.0
2021-BFN-0006069,"HKB, LLC",3601 W 32ND AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2021-08-15 00:00:00,2022-08-15 00:00:00,48967.0,3601 W 32nd Ave,None,Denver,CO,80211,1,1,00303,West Highland,U-MS-3,3130801.0,1702863.0
2015-BFN-0005548,HYATT PLACE/HAYTT HOUSE DENVER DOWNTOWN,440 14TH ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-05 12:58:42,2021-11-17 00:00:00,54210.0,440 14th St,None,Denver,CO,None,9,6,01702,CBD,D-C,3142669.0,1695431.0
2002-BFN-61717,DOUBLETREE HOTEL DENVER,3203 N QUEBEC ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-06-25 15:54:28,2022-05-21 00:00:00,12542.0,3203 N Quebec St,None,Denver,CO,80207,8,2,04102,Northeast Park Hill,S-MX-5,3167444.0,1703321.0
2019-BFN-0004779,THE ESCAPIST,921 W 9TH AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-01-15 12:03:32,2021-12-18 00:00:00,356187.0,921 W 9th Ave,None,Denver,CO,80204,3,1,01800,Lincoln Park,C-MS-5,3140891.0,1691399.0
2010-BFN-1046620,LINGER,2030 W 30TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-29 10:45:40,2022-06-16 00:00:00,378791.0,2030 W 30th Ave,None,Denver,CO,80211,1,1,00402,Highland,C-MX-5,3137369.0,1701912.0
2014-BFN-0004500,TEXAS ROADHOUSE,8470 E NORTHFIELD BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-01-28 14:40:23,2022-01-27 00:00:00,261213.0,8470 E Northfield Blvd,None,Denver,CO,80238,8,5,04105,Central Park,C-MU-20,3171498.0,1709312.0
2015-BFN-0004303,CHEESE+PROVISIONS,2432 W 44TH ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-12-23 10:47:41,2021-12-02 00:00:00,468320.0,2432 W 44th Ave,None,Denver,CO,None,1,1,00401,Sunnyside,U-MS-3,3135797.0,1708063.0
2007-BFN-1028124,DENVER AIRPORT COURTYARD BY MARRIOTT,6901 TOWER RD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-01-15 11:12:11,2022-01-07 00:00:00,175829.0,6901 N Tower Rd,None,Denver,CO,80249,11,5,08313,DIA,C-MU-20,3204157.0,1725271.0
2013-BFN-1064571,MICI HANDCRAFTED ITALIAN,2373 N CENTRAL PARK BLVD UNIT 107 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-29 11:42:48,2022-06-13 00:00:00,233274.0,2373 N Central Park Blvd Unit 107,None,Denver,CO,80238,8,5,04105,Central Park,C-MU-20,3171548.0,1699123.0
2006-BFN-1019847,FRIDAYS,8104 E NORTHFIELD BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-10-26 10:25:10,2021-11-25 00:00:00,251636.0,8104 E Northfield Blvd,None,Denver,CO,80238,8,5,04105,Central Park,C-MU-20,3170457.0,1711494.0
2004-BFN-1007392,PROTO'S PIZZA,2401 15TH STSUITE 190 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-03-22 03:05:23,2022-04-28 00:00:00,45282.0,2401 15th St,None,Denver,CO,80202,1,1,01102,Highland,C-MX-5,3137978.0,1700924.0
2006-BFN-1020901,SAFEWAY STORE #3836,200 QUEBEC STSUITE 400 ,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-09-11 12:43:35.000001,2021-09-05 00:00:00,168399.0,200 N Quebec St Bldg 400,None,Denver,CO,80220,5,3,04405,Lowry Field,B-3,3168091.0,1688099.0
2012-BFN-1060325,SIPPING N' PAINTING HAMPDEN,6300 E HAMPDEN AVE UNIT D ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2020-08-17 08:59:56,2021-11-12 00:00:00,270116.0,6300 E Hampden Ave Unit D,None,Denver,CO,80222,4,3,06809,Hampden South,S-MX-5A,3164363.0,1662952.0
2017-BFN-0007706,ESTERS NEIGHBORHOOD PUB ONEIDA,2201 N ONEIDA ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-01-29 09:45:07,2022-01-25 00:00:00,19937.0,2201 N Oneida St,None,Denver,CO,80207,8,2,04202,South Park Hill,E-MX-2,3166340.0,1698628.0
2014-BFN-1072234,BISTRO BARBES,5021 E 28TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-25 11:07:18,2022-07-09 00:00:00,177982.0,5021 E 28th Ave,None,Denver,CO,80207,8,2,04103,North Park Hill,E-MS-2,3160616.0,1700998.0
2011-BFN-1053574,OUTBACK STEAKHOUSE #624,16301 E 40TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-29 10:02:53,2022-07-12 00:00:00,171672.0,16301 E 40th Ave,None,Denver,CO,80239,11,5,08303,Gateway - Green Valley Ranch,GTWY,3197431.0,1707321.0
2013-BFN-1068337,DUNBAR'S KITCHEN AND TAP,2844 WELTON ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-08-25 12:13:06,2022-07-30 00:00:00,222533.0,2844 Welton St,None,Denver,CO,80205,9,2,02403,Five Points,C-MX-5,3147349.0,1700765.0
2002-BFN-84122,KOKORO,2390 S COLORADO BLVD,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-08-26 03:01:19,2021-08-25 00:00:00,246510.0,2390 S Colorado Blvd,None,Denver,CO,80222,4,3,05300,University Hills,S-CC-5,3157532.0,1670661.0
2014-BFN-1074614,NORTH COUNTY,94 RAMPART WAY,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-11-09 10:36:34,2021-11-18 00:00:00,461482.0,94 N Rampart Way,None,Denver,CO,80230,5,3,04405,Lowry Field,C-MX-8,3169548.0,1687513.0
2010-BFN-1045335,JETT ASIAN KITCHEN AND SUSHI BAR,5007 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-30 08:50:41,2022-06-20 00:00:00,181545.0,5007 E Colfax Ave,None,Denver,CO,80220,8,2,04201,South Park Hill,U-MS-3,3160476.0,1695078.0
2012-BFN-1058788,WALMART MARKET #3127,5141 CHAMBERS RD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-07-29 12:09:47,2022-06-24 00:00:00,170836.0,5141 N Chambers Rd,None,Denver,CO,80239,11,5,08311,Montbello,S-CC-3,3193568.0,1711887.0
2002-BFN-60748,ROME'S SALOON,785 W MISSISSIPPI AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-03-22 02:15:20.000001,2022-03-14 00:00:00,90673.0,785 W Mississippi Ave,None,Denver,CO,80223,7,4,01302,Athmar Park,I-A,3141697.0,1679155.0
2003-BFN-1006156,MEXICO CITY LOUNGE,2115 LARIMER ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2020-11-30 09:52:49.000001,2021-11-29 00:00:00,249376.0,2115 Larimer St,None,Denver,CO,80205,9,6,01600,Five Points,C-MX-8,3143019.0,1700039.0
2008-BFN-1037172,STAR KITCHEN,2917 W MISSISSIPPI AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-02 09:17:44,2021-11-27 00:00:00,182733.0,2917 W Mississippi Ave,None,Denver,CO,80219,7,4,01301,Athmar Park,E-MX-3,3133875.0,1679230.0
2009-BFN-1044541,SIENNA WINE BAR & SMALL PLATES,3422 E 12TH ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-06-03 13:54:31,2022-04-27 00:00:00,61959.0,3422 E 12th Ave,None,Denver,CO,80206-3432,10,2,03703,Congress Park,U-MS-2,3155620.0,1693069.0
2015-BFN-0001587,AMANTE AT THE OXFORD,1612 17TH ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-07-21 09:14:30,2022-07-07 00:00:00,53947.0,1612 17th St,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3140751.0,1699356.0
2020-BFN-0005473,SPEEDY'S LLC,40 E 11TH AVE,LIQUOR - TAVERN AND CABARET,PENDING,2021-05-17 00:00:00,2020-10-22 12:24:59.000001,372080.0,40 E 11th Ave,None,Denver,CO,80203,10,6,02701,Capitol Hill,D-GT,3144425.0,1692545.0
2013-BFN-1067302,CHILI VERDE MEXICAN CUISINE,2311 N FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-21 09:30:37,2021-10-16 00:00:00,352140.0,2311 N Federal Blvd,None,Denver,CO,80211,1,1,00502,Sloan Lake,G-MX-3,3133442.0,1698967.0
2002-BFN-83461,SOOPER B LIQUORS,100 S BROADWAY ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-02-17 15:15:47,2022-03-07 00:00:00,81301.0,100 S Broadway,None,Denver,CO,80209,7,3,02802,Speer,U-MS-3,3144265.0,1685559.0
2013-BFN-1067642,MODUS CAFE,2139 W 44TH AVE,LIQUOR - BEER & WINE,DELINQUENT,2021-08-18 03:00:37,2021-08-17 00:00:00,32636.0,2139 W 44th Ave,None,Denver,CO,80211,1,1,00202,Sunnyside,U-MS-2X,3136841.0,1708168.0
2005-BFN-1018283,BEAR VALLEY WINE AND SPIRITS,3100 S SHERIDAN BLVDUNIT E & F ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-09-08 15:25:31,2021-10-02 00:00:00,175532.0,3100 S Sheridan Blvd,None,Denver,CO,80219,2,4,04801,Harvey Park South,S-CC-3X,3125925.0,1663633.0
2002-BFN-14492,CITY O'CITY,206 E 13TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-25 14:45:02,2022-05-02 00:00:00,180237.0,206 E 13th Ave,None,Denver,CO,80203,10,6,02701,Capitol Hill,C-MX-8,3144987.0,1693595.0
2009-BFN-1042394,SAM'S CLUB #6635,4827 S WADSWORTH WAY,LIQUOR - STORE,DELINQUENT,2021-08-25 03:00:33,2021-08-24 00:00:00,156218.0,4827 S Wadsworth Way,None,Denver,CO,80123,2,4,12014,Marston,B-4,3115995.0,1654447.0
2020-BFN-0005146,SHAKE SHACK,260 N JOSEPHINE STSTE 101 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-01-25 13:19:35,2022-01-04 00:00:00,32635800.0,260 N Josephine St Ste 101,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-5,3152510.0,1687910.0
2013-BFN-1064061,7 LEGUAS MEXICAN GRILLE,4550 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-28 11:45:11.000001,2021-12-01 00:00:00,246300.0,4550 E Colfax Ave,None,Denver,CO,80220,5,2,04301,Hale,U-MS-3,3159157.0,1694892.0
2001-BFN-81720,WOLFGANG PUCK EXPRESS,8900 PENA BLVD CC-B ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-12-31 09:04:11,2021-12-27 00:00:00,158181.0,8900 Pena Blvd,None,Denver,CO,80249,11,7,08313,DIA,DIA,3231979.0,1738721.0
2014-BFN-1074559,RONIN CONGRESS PARK,1160 MADISON ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-05-04 00:00:00,2022-02-16 00:00:00,61962.0,1160 N Madison St,None,Denver,CO,80206,10,2,03703,Congress Park,U-MS-2,3155811.0,1692995.0
2019-BFN-0004243,DAUGHTER THAI KITCHEN & BAR,1700 PLATTE STSTE 140 ,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-07-30 03:00:39,2021-07-29 00:00:00,32615182.0,1700 Platte St Ste 140,None,Denver,CO,None,1,1,01102,Highland,C-MX-5,3138678.0,1701416.0
2002-BFN-34321,BANDIDOS RESTAURANT & LOUNGE,4550 S KIPLING ST UNIT 18 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-05-17 13:34:07,2022-04-03 00:00:00,263537.0,4550 S Kipling St Unit 18,None,Denver,CO,80123,2,4,12014,Marston,PUD,3110151.0,1655944.0
